1.262000000000000000e+03,1.019000000000000000e+03,1.000000000000000000e+00
3.007000000000000000e+03,6.800000000000000000e+01,1.000000000000000000e+00
1.348000000000000000e+03,1.059000000000000000e+03,1.000000000000000000e+00
1.756000000000000000e+03,1.439000000000000000e+03,1.000000000000000000e+00
1.267000000000000000e+03,1.107000000000000000e+03,1.000000000000000000e+00
1.306000000000000000e+03,8.710000000000000000e+02,1.000000000000000000e+00
1.168000000000000000e+03,1.251000000000000000e+03,1.000000000000000000e+00
1.272000000000000000e+03,1.061000000000000000e+03,1.000000000000000000e+00
3.014000000000000000e+03,9.500000000000000000e+01,1.000000000000000000e+00
2.989000000000000000e+03,3.800000000000000000e+01,1.000000000000000000e+00
1.299000000000000000e+03,1.067000000000000000e+03,1.000000000000000000e+00
1.719000000000000000e+03,1.390000000000000000e+03,1.000000000000000000e+00
1.526000000000000000e+03,1.595000000000000000e+03,1.000000000000000000e+00
2.404000000000000000e+03,1.170000000000000000e+02,1.000000000000000000e+00
1.222000000000000000e+03,8.450000000000000000e+02,1.000000000000000000e+00
1.701000000000000000e+03,7.940000000000000000e+02,1.000000000000000000e+00
3.939000000000000000e+03,8.600000000000000000e+01,1.000000000000000000e+00
2.015000000000000000e+03,1.923000000000000000e+03,1.000000000000000000e+00
1.296000000000000000e+03,9.040000000000000000e+02,1.000000000000000000e+00
1.095000000000000000e+03,1.002000000000000000e+03,1.000000000000000000e+00
1.298000000000000000e+03,8.670000000000000000e+02,1.000000000000000000e+00
1.206000000000000000e+03,1.039000000000000000e+03,1.000000000000000000e+00
2.344000000000000000e+03,1.022000000000000000e+03,1.000000000000000000e+00
1.279000000000000000e+03,1.041000000000000000e+03,1.000000000000000000e+00
1.819000000000000000e+03,1.494000000000000000e+03,1.000000000000000000e+00
1.372000000000000000e+03,1.131000000000000000e+03,1.000000000000000000e+00
1.281000000000000000e+03,1.114000000000000000e+03,1.000000000000000000e+00
2.384000000000000000e+03,3.100000000000000000e+01,1.000000000000000000e+00
1.251000000000000000e+03,1.068000000000000000e+03,1.000000000000000000e+00
1.511000000000000000e+03,2.350000000000000000e+03,1.000000000000000000e+00
1.337000000000000000e+03,1.232000000000000000e+03,1.000000000000000000e+00
1.792000000000000000e+03,1.454000000000000000e+03,1.000000000000000000e+00
2.953000000000000000e+03,4.800000000000000000e+01,1.000000000000000000e+00
1.338000000000000000e+03,1.047000000000000000e+03,1.000000000000000000e+00
2.493000000000000000e+03,6.700000000000000000e+02,1.000000000000000000e+00
1.237000000000000000e+03,1.352000000000000000e+03,1.000000000000000000e+00
1.356000000000000000e+03,9.870000000000000000e+02,1.000000000000000000e+00
1.334000000000000000e+03,1.199000000000000000e+03,1.000000000000000000e+00
1.283000000000000000e+03,1.042000000000000000e+03,1.000000000000000000e+00
1.298000000000000000e+03,1.109000000000000000e+03,1.000000000000000000e+00
9.350000000000000000e+02,1.174000000000000000e+03,1.000000000000000000e+00
3.011000000000000000e+03,7.600000000000000000e+01,1.000000000000000000e+00
1.305000000000000000e+03,9.010000000000000000e+02,1.000000000000000000e+00
1.282000000000000000e+03,1.069000000000000000e+03,1.000000000000000000e+00
1.255000000000000000e+03,1.228000000000000000e+03,1.000000000000000000e+00
3.014000000000000000e+03,7.700000000000000000e+01,1.000000000000000000e+00
1.317000000000000000e+03,1.116000000000000000e+03,1.000000000000000000e+00
2.977000000000000000e+03,3.800000000000000000e+01,1.000000000000000000e+00
1.391000000000000000e+03,1.096000000000000000e+03,1.000000000000000000e+00
1.392000000000000000e+03,2.469000000000000000e+03,1.000000000000000000e+00
1.769000000000000000e+03,1.456000000000000000e+03,1.000000000000000000e+00
2.385000000000000000e+03,1.300000000000000000e+02,1.000000000000000000e+00
1.128000000000000000e+03,1.064000000000000000e+03,1.000000000000000000e+00
1.228000000000000000e+03,1.121000000000000000e+03,1.000000000000000000e+00
1.208000000000000000e+03,9.820000000000000000e+02,1.000000000000000000e+00
2.977000000000000000e+03,3.600000000000000000e+01,1.000000000000000000e+00
1.267000000000000000e+03,1.066000000000000000e+03,1.000000000000000000e+00
1.266000000000000000e+03,1.202000000000000000e+03,1.000000000000000000e+00
2.455000000000000000e+03,1.229000000000000000e+03,1.000000000000000000e+00
1.672000000000000000e+03,7.800000000000000000e+02,1.000000000000000000e+00
8.070000000000000000e+02,1.120000000000000000e+03,1.000000000000000000e+00
1.290000000000000000e+03,1.585000000000000000e+03,1.000000000000000000e+00
2.046000000000000000e+03,1.929000000000000000e+03,1.000000000000000000e+00
1.267000000000000000e+03,1.142000000000000000e+03,1.000000000000000000e+00
3.002000000000000000e+03,7.900000000000000000e+01,1.000000000000000000e+00
1.325000000000000000e+03,1.582000000000000000e+03,1.000000000000000000e+00
1.228000000000000000e+03,1.296000000000000000e+03,1.000000000000000000e+00
1.349000000000000000e+03,1.115000000000000000e+03,1.000000000000000000e+00
1.210000000000000000e+03,1.043000000000000000e+03,1.000000000000000000e+00
1.301000000000000000e+03,1.065000000000000000e+03,1.000000000000000000e+00
1.271000000000000000e+03,1.077000000000000000e+03,1.000000000000000000e+00
1.303000000000000000e+03,1.224000000000000000e+03,1.000000000000000000e+00
1.263000000000000000e+03,1.080000000000000000e+03,1.000000000000000000e+00
1.293000000000000000e+03,1.216000000000000000e+03,1.000000000000000000e+00
1.281000000000000000e+03,1.045000000000000000e+03,1.000000000000000000e+00
3.913000000000000000e+03,8.800000000000000000e+01,1.000000000000000000e+00
2.215000000000000000e+03,1.256000000000000000e+03,1.000000000000000000e+00
2.986000000000000000e+03,3.500000000000000000e+01,1.000000000000000000e+00
4.067000000000000000e+03,4.420000000000000000e+02,1.000000000000000000e+00
1.334000000000000000e+03,1.111000000000000000e+03,1.000000000000000000e+00
1.458000000000000000e+03,1.517000000000000000e+03,1.000000000000000000e+00
7.240000000000000000e+02,1.061000000000000000e+03,1.000000000000000000e+00
3.645000000000000000e+03,9.600000000000000000e+02,1.000000000000000000e+00
2.825000000000000000e+03,8.980000000000000000e+02,1.000000000000000000e+00
1.278000000000000000e+03,1.105000000000000000e+03,1.000000000000000000e+00
1.307000000000000000e+03,1.226000000000000000e+03,1.000000000000000000e+00
1.307000000000000000e+03,9.050000000000000000e+02,1.000000000000000000e+00
1.270000000000000000e+03,9.890000000000000000e+02,1.000000000000000000e+00
4.077000000000000000e+03,2.142000000000000000e+03,1.000000000000000000e+00
2.224000000000000000e+03,1.260000000000000000e+03,1.000000000000000000e+00
2.211000000000000000e+03,1.226000000000000000e+03,1.000000000000000000e+00
3.011000000000000000e+03,8.200000000000000000e+01,1.000000000000000000e+00
2.714000000000000000e+03,2.251000000000000000e+03,1.000000000000000000e+00
1.308000000000000000e+03,1.223000000000000000e+03,1.000000000000000000e+00
1.237000000000000000e+03,9.620000000000000000e+02,1.000000000000000000e+00
1.256000000000000000e+03,9.680000000000000000e+02,1.000000000000000000e+00
1.798000000000000000e+03,1.488000000000000000e+03,1.000000000000000000e+00
4.076000000000000000e+03,1.680000000000000000e+02,1.000000000000000000e+00
2.456000000000000000e+03,1.231000000000000000e+03,1.000000000000000000e+00
1.466000000000000000e+03,9.990000000000000000e+02,1.000000000000000000e+00
1.386000000000000000e+03,9.780000000000000000e+02,1.000000000000000000e+00
1.248000000000000000e+03,9.970000000000000000e+02,1.000000000000000000e+00
2.357000000000000000e+03,6.890000000000000000e+02,1.000000000000000000e+00
1.230000000000000000e+03,8.860000000000000000e+02,1.000000000000000000e+00
1.172000000000000000e+03,1.249000000000000000e+03,1.000000000000000000e+00
1.385000000000000000e+03,9.100000000000000000e+02,1.000000000000000000e+00
1.392000000000000000e+03,1.053000000000000000e+03,1.000000000000000000e+00
1.383000000000000000e+03,1.039000000000000000e+03,1.000000000000000000e+00
3.946000000000000000e+03,2.289000000000000000e+03,1.000000000000000000e+00
2.713200195312500000e+03,2.251200195312500000e+03,1.000000000000000000e+00
1.282800048828125000e+03,1.044000000000000000e+03,1.000000000000000000e+00
4.536000061035156250e+02,4.524000244140625000e+02,1.000000000000000000e+00
1.282800048828125000e+03,1.041600097656250000e+03,1.000000000000000000e+00
1.279200073242187500e+03,1.041600097656250000e+03,1.000000000000000000e+00
2.216400146484375000e+03,1.256400024414062500e+03,1.000000000000000000e+00
3.938400146484375000e+03,8.640000152587890625e+01,1.000000000000000000e+00
1.306800048828125000e+03,1.226400024414062500e+03,1.000000000000000000e+00
1.317600097656250000e+03,1.116000000000000000e+03,1.000000000000000000e+00
1.305600097656250000e+03,8.724000244140625000e+02,1.000000000000000000e+00
1.306800048828125000e+03,9.048000488281250000e+02,1.000000000000000000e+00
1.339200073242187500e+03,1.047600097656250000e+03,1.000000000000000000e+00
1.304400024414062500e+03,1.224000000000000000e+03,1.000000000000000000e+00
2.988000000000000000e+03,3.720000076293945312e+01,1.000000000000000000e+00
1.267200073242187500e+03,1.107600097656250000e+03,1.000000000000000000e+00
1.208400024414062500e+03,9.828000488281250000e+02,1.000000000000000000e+00
1.298400024414062500e+03,1.106400024414062500e+03,1.000000000000000000e+00
1.308000000000000000e+03,1.224000000000000000e+03,1.000000000000000000e+00
1.269600097656250000e+03,9.900000610351562500e+02,1.000000000000000000e+00
1.038000000000000000e+03,9.600000610351562500e+02,1.000000000000000000e+00
3.013200195312500000e+03,9.480000305175781250e+01,1.000000000000000000e+00
2.492400146484375000e+03,7.512000122070312500e+02,1.000000000000000000e+00
1.230000000000000000e+03,8.328000488281250000e+02,1.000000000000000000e+00
1.227600097656250000e+03,1.120800048828125000e+03,1.000000000000000000e+00
1.272000000000000000e+03,1.060800048828125000e+03,1.000000000000000000e+00
1.526400024414062500e+03,1.594800048828125000e+03,1.000000000000000000e+00
1.316400024414062500e+03,1.059600097656250000e+03,1.000000000000000000e+00
1.338000000000000000e+03,1.038000000000000000e+03,1.000000000000000000e+00
1.362000000000000000e+03,1.142400024414062500e+03,1.000000000000000000e+00
1.261200073242187500e+03,9.948000488281250000e+02,1.000000000000000000e+00
1.237200073242187500e+03,1.351200073242187500e+03,1.000000000000000000e+00
1.094400024414062500e+03,1.002000061035156250e+03,1.000000000000000000e+00
1.629600097656250000e+03,8.028000488281250000e+02,1.000000000000000000e+00
2.412000000000000000e+03,4.080000305175781250e+01,1.000000000000000000e+00
3.008400146484375000e+03,6.840000152587890625e+01,1.000000000000000000e+00
1.302000000000000000e+03,1.065600097656250000e+03,1.000000000000000000e+00
1.128000000000000000e+03,1.063200073242187500e+03,1.000000000000000000e+00
1.260000000000000000e+03,1.065600097656250000e+03,1.000000000000000000e+00
1.262400024414062500e+03,1.080000000000000000e+03,1.000000000000000000e+00
1.371600097656250000e+03,1.131600097656250000e+03,1.000000000000000000e+00
1.458000000000000000e+03,1.518000000000000000e+03,1.000000000000000000e+00
4.058400146484375000e+03,1.542000122070312500e+03,1.000000000000000000e+00
3.914400146484375000e+03,8.760000610351562500e+01,1.000000000000000000e+00
1.240800048828125000e+03,9.912000122070312500e+02,1.000000000000000000e+00
9.492000122070312500e+02,9.312000122070312500e+02,1.000000000000000000e+00
1.814400024414062500e+03,1.474800048828125000e+03,1.000000000000000000e+00
1.320000000000000000e+03,1.034400024414062500e+03,1.000000000000000000e+00
1.221600097656250000e+03,8.448000488281250000e+02,1.000000000000000000e+00
2.223600097656250000e+03,1.260000000000000000e+03,1.000000000000000000e+00
1.666800048828125000e+03,9.348000488281250000e+02,1.000000000000000000e+00
7.236000366210937500e+02,1.060800048828125000e+03,1.000000000000000000e+00
3.942000244140625000e+03,2.287200195312500000e+03,1.000000000000000000e+00
3.163200195312500000e+03,1.148400024414062500e+03,1.000000000000000000e+00
1.755600097656250000e+03,1.438800048828125000e+03,1.000000000000000000e+00
2.953200195312500000e+03,4.800000000000000000e+01,1.000000000000000000e+00
1.293600097656250000e+03,1.215600097656250000e+03,1.000000000000000000e+00
2.046000122070312500e+03,1.928400024414062500e+03,1.000000000000000000e+00
2.344800048828125000e+03,1.022400024414062500e+03,1.000000000000000000e+00
1.266000000000000000e+03,1.202400024414062500e+03,1.000000000000000000e+00
1.204800048828125000e+03,1.039200073242187500e+03,1.000000000000000000e+00
1.356000000000000000e+03,9.876000366210937500e+02,1.000000000000000000e+00
1.297200073242187500e+03,8.676000366210937500e+02,1.000000000000000000e+00
1.270800048828125000e+03,1.076400024414062500e+03,1.000000000000000000e+00
1.381200073242187500e+03,1.114800048828125000e+03,1.000000000000000000e+00
3.386400146484375000e+03,1.494000000000000000e+03,1.000000000000000000e+00
1.280400024414062500e+03,1.068000000000000000e+03,1.000000000000000000e+00
1.800000122070312500e+03,1.489200073242187500e+03,1.000000000000000000e+00
1.888800048828125000e+03,1.496400024414062500e+03,1.000000000000000000e+00
